country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed cases_count,deaths_count,source
Bulgaria,BG,BGR,7000039,2020-05-07,89,6,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-05-21,15,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-09-04,369,3,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-08-04,101,6,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-04-03,18,1,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-03-13,250,1,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-05-11,10,1,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-08-02,309,2,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-06-03,25,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-08-28,157,8,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-07-04,583,7,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-08-01,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-09-20,148,2,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-08-10,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-06-15,1,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-23,6,2,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-10-21,3,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-20,47,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-03-29,4,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-07-14,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-10-12,149,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-10-02,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-06-05,767,44,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-09-06,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-09,30,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-07-23,2,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-03-11,3,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-09-25,341,9,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-03-22,36,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-08-21,529,10,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-03-25,1,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-04-02,62,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-05-01,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-20,10,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-04-12,25,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-03-31,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-06-25,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-08-24,14,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-08-31,5413,4,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-10-22,26676,163,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-04-02,4,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-05-31,416,111,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-10-05,294,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-17,12,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-06-16,4,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-09-27,1410,5,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-01-20,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-10-18,188,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-10,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-06-21,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-30,35,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-19,52,1,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-28,360,1,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-05-02,5,2,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-07-18,312,3,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-09-28,665,9,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-08,2,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-05-05,1039,185,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-21,1292,2,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-06-16,822,29,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-05-02,4966,698,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-06-11,427,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-05-10,89,4,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-14,7,2,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-07-29,963,15,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-04-05,148,5,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-07-26,263,4,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-14,1527,57,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-20,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-27,22,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-09-16,315,1,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-09-09,1136,41,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-23,13,2,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-09-01,41,2,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-07-10,13,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-10,1184,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-09-06,425,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-04-21,131,9,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-10-13,920,10,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-10-14,336,11,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-07-18,4,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-07-04,172,2,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-09-17,8,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-03-13,16,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-03-20,10,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-02,3,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-21,619,4,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-04-14,23,3,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-02,14,2,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-07-20,95,1,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-27,40,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-05-15,121,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-24,4,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-08-18,20,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-08-03,60,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-03-25,48,3,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-04-03,139,3,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-06-27,2,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-04-20,28,5,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-01-03,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-06-08,2,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-10-20,118,3,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-05-23,1,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-10-16,22,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-22,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-07-21,15,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-08-18,1390,4,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-05,61,6,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-07-08,137,30,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-04-16,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-09-22,1,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-08-10,25,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-03-23,573,43,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-05-19,78,4,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-11,296,6,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-02-27,4,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-05-20,3,2,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-10-18,10925,47,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-10-20,205,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-08-11,78,4,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-06-11,29,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-05-21,354,16,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-05-20,260,13,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-08-17,4969,68,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-05,20,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-07-23,5862,165,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-26,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-08,42,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-10-24,6592,10,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-04-12,76,6,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-04-23,45,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-07-06,1244,3,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-04-18,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-02-26,1,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-02-08,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-08-22,1033,2,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-05,30,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-09-24,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-07-30,2789,2,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-07,59,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-23,603,23,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-01-13,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-09-03,88,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-08-21,291,2,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-02-24,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-08-29,791,8,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-09-10,161,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-03-29,249,2,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-04-14,3489,724,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-08-17,92,3,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-10-22,926,14,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-21,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-05-13,967,7,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-05-07,7,2,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-04-25,44,1,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-07-12,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-10,38,1,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-04-29,65,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-05-16,21,4,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-08-22,275,1,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-05-03,7,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-04-08,60,2,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-04-05,43,1,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-08-11,373,3,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-04-09,6,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-05-20,5,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-10-03,1086,14,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-15,53,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-10-01,415,1,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-05-28,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-19,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-03-06,9,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-04-23,3370,437,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-07-09,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-05-23,652,130,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-10-06,1,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-07-30,4,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-04-24,11,3,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-05-31,53,5,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-03-10,237,2,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-09-08,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-06-15,192,4,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-24,841,10,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-05-18,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-04-25,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-07-07,208,8,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-06-10,7,1,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-14,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-08-06,90,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-05-04,8,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-06-17,3,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-10-18,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-06-13,14,2,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-06,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-07-14,63,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-19,11,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-07-07,543,13,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-09-12,3539,6,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-03-01,6,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-08,81,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-09-15,257,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-04-01,4273,403,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-09-02,41,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-10-02,6914,59,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-03-04,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-15,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-04-05,5533,809,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-07-27,1120,22,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-03-16,76,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-26,987,29,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-14,152,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-07-16,132,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-05-21,196,15,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-10-12,27856,195,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-10-17,1812,73,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-09-25,43,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-05-16,346,45,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-07-26,77,5,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-10-05,130,1,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-07-22,439,16,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-06-03,3,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-06-22,1,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-06-24,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-06-19,625,7,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-09,5,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-08-16,198,1,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-08-15,7,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-07-23,129,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-07-05,235,21,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-08-15,251,2,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-09-08,44,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-08-02,240,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-30,9,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-10-23,2,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-02-15,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-08-02,44,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-09-29,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-06-07,301,22,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-08-01,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-09-07,131,1,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-07-30,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-14,109,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-02-28,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-06-09,44,6,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-05-30,3,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-05-23,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-06-18,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-06-03,102,5,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-18,3609,242,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-04-07,6,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-04-03,2116,471,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-18,7,1,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-17,4,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-04-03,1083,166,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-03-11,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-08-25,9,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-08-02,21,1,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-04-20,3047,433,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-03-10,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-02-09,0,0,"Epidemic intelligence, national daily data"
